"slopes","pvals","estuary"
2.07666717244338e-05,0.000763701755635921,"Vasse-Wonnerup Estuary"
3.26732268152139e-05,6.0341353703697e-19,"Cane River"
1.83487119910179e-05,1.01461804003036e-08,"Yammaderry Creek"
4.21236258856671e-05,0.000928761481404088,"Moore River Estuary"
3.98394657133214e-05,6.3026383633593e-23,"Peel-Harvey Estuary"
1.82715437098264e-05,4.56984919334368e-06,"Leschenault Inlet"
4.55368600119041e-05,0.00435582281250202,"Donnelly Inlet"
1.5234598629031e-05,0.0118605690479863,"Robe River"
3.77911537011714e-05,4.16851641975199e-22,"Swan River"
2.20510690711233e-05,0.000134510581386726,"Fortescue River"
2.04937901593408e-05,0.00430257236687297,"Broke Inlet"
1.88513711550174e-05,0.00224684672047852,"Yanyare River"
1.54597620411686e-05,0.00418426062481915,"Maitland River"
2.57059766409423e-05,7.50065428196193e-05,"Walpole/Nornalup Inlet"
1.33991282700957e-05,0.000458875992164623,"Nickol River"
2.27939990032953e-05,0.00168884164260215,"Irwin Inlet"
1.83058983725454e-05,7.17817935399231e-08,"Port Robinson"
1.90928837704218e-05,0.120977061879537,"Parry Inlet"
2.41014019457435e-05,1.66891978925756e-08,"Harding River"
2.38843176773707e-05,3.13270006756901e-05,"Wilson Inlet"
2.14819432006779e-05,0.000782472117840408,"Jones River"
2.54575492366769e-05,2.78087763262228e-05,"George River"
3.87538869074185e-05,4.11732029706468e-09,"Little Sherlock River"
2.85948970051241e-05,2.40751054609891e-07,"Sherlock River"
3.41468789707532e-05,0.000471140816060622,"Torbay Inlet"
2.1182084872011e-05,2.24626338794653e-06,"Princess Royal Harbour"
2.5603821409195e-05,2.59052026072775e-08,"Oyster Harbour"
2.96862061661729e-05,5.71974128647145e-07,"Peawah River"
3.09832362581463e-05,7.08014824437573e-05,"Taylor Inlet"
2.40313492423042e-05,9.90587505319613e-05,"Yule River"
3.09892064207153e-05,0.0197091628438271,"Normans Inlet"
3.20474948329198e-05,0.0017336663498416,"Waychinicup Inlet"
3.01308076116778e-05,1.07596999176518e-06,"Turner River"
4.67334547656833e-06,0.0712038671263938,"Port Hedland Harbour"
2.40832742933735e-05,8.84184206467555e-09,"Beebingarra Creek"
9.95557666075729e-06,0.531692397008767,"Cheyne Inlet"
1.87429421875042e-05,8.81203818564327e-10,"Petermarer Creek"
1.28137189598491e-05,0.174624634706225,"Beaufort Inlet"
2.2966578618465e-05,1.28873171132659e-05,"Tabba Tabba Creek"
1.23260239457137e-05,0.0421231627616262,"Ridley River"
6.28921970342738e-07,0.893244798774947,"De Grey River"
-1.5083560103716e-05,0.0416085942829584,"Wellstead Estuary"
1.61509754310581e-06,0.741503889391132,"Gordon Inlet"
2.26703826712525e-05,0.000405314978270104,"Fitzgerald Inlet"
9.23999409888068e-06,0.31407918155961,"Pardoo Creek"
1.9451542635649e-05,0.159511800042174,"Saint Marys River"
4.60190894470395e-06,0.623622479958688,"Dempster Inlet"
3.39116117673466e-05,3.68548903112199e-06,"Hamersley Inlet"
2.38534230909774e-05,0.0676148354230849,"Oldfield Estuary"
2.67867896366297e-05,0.101399883578068,"Torradup River"
-1.51464933581937e-05,0.0207073810384611,"Stokes Inlet"
1.43510091256931e-05,0.0498253695337344,"Barker Inlet"
3.62149019419491e-06,0.817983988201422,"Carnot Bay"
7.306080047702e-06,0.311374465818793,"Dampier Creek (Broome)"
2.1469751930264e-05,0.00199657867326838,"Goodenough Bay"
1.96285712033299e-05,3.1479334350836e-06,"Cascade Bay"
7.65990500237978e-06,0.0269362322528357,"Fitzroy River_WA"
1.28947661925369e-05,0.013211570292389,"Coppermine Creek"
9.55141484730289e-06,0.0421040097644178,"Cone Bay"
2.19387844301631e-05,6.23758753423202e-09,"Point Torment Creeks"
1.43860063733965e-05,0.0020270370923052,"Talbot Bay"
8.27276725516504e-06,0.102753485117841,"May River"
1.20959652351697e-05,0.00623207284830149,"Meda River"
1.413591633887e-05,2.55563961214748e-05,"Shoal Bay"
9.48689584881347e-06,0.0121532249219288,"Secure Bay"
4.23070462692922e-06,0.208892746422813,"Walcott Inlet"
-4.31940369957098e-07,0.911753063191628,"Deception Bay"
7.96406796522201e-07,0.849159667185345,"Sampson Inlet"
5.69959770482471e-06,0.164905233623775,"Doubtful Bay South"
1.5098619720359e-06,0.719909341004494,"George Water"
3.47191231575474e-06,0.471495611131096,"Doubtful Bay East"
4.57203514977311e-06,0.400725298815809,"Sale River"
4.29518200836447e-06,0.304391217782381,"Hanover Bay"
8.61264062973772e-07,0.825003995333959,"Prince Regent River"
8.50703790364113e-06,0.0564436939597891,"Montague Sound Creeks"
-1.50778888899369e-06,0.673891708674471,"Mitchell River_WA"
3.77510826903826e-07,0.942766869129796,"Mt Connor Creek"
3.49409930394046e-06,0.206410161911474,"King Edward River"
-2.00481048944356e-06,0.491027880606338,"Drysdale River"
1.47175979901179e-05,1.875922787639e-06,"Ord River"
-5.10407416105235e-06,0.157982798224296,"Buckle Head Creek"
1.14161419541734e-06,0.797331605478476,"Thurburn Creek"
1.39479574982041e-05,0.000418644907271631,"Lyne River"
1.71158683450411e-05,7.01420314252354e-05,"Helby River"
