"estuary","slopes","ci.up","ci.low","pvals","s.pvals","STATE","DLAT","DLONG","CONDITION","CLASSIFICATION","SUBCLASS","BARRIER_BACKBARRIER","CENTRAL_BASIN","FLUVIAL_BAYHEAD_DELTA","FLOOD_EBB_DELTA","INTERTIDAL_FLATS","MANGROVE","SALTMARSH_SALTFLAT","TIDAL_SANDBANKS","ROCKY_REEF","CORAL","CHANNEL","BEDROCK","FLOODPLAIN","BEDROCK_PERIMETER","PERIMETER","CATCHMENTAREA","WATERAREA","MAXLENGTH","MAXWIDTH","ENTLENGTH","ENTRANCEWIDTH","MEANWAVEHEIGHT","MEANWAVEPERIOD","MAXWAVEHEIGHT","MAXWAVEPERIOD","TIDALRANGE","TIDALTYPE"
"Burdekin River",7.45283710789612e-06,1.16201231546921e-05,3.28555106110017e-06,0.000386501925912756,1.36875198119509e-07,"QLD",-19.687,147.611,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,23.524,18.47282,46.04442,25.9366,2.34168,NA,NA,39.14407,NA,NA,20.12524,234.61,130475,32,69.36,2.52,NA,3.98,0.483,5.27,2.1,11.4,2.3,"Semi Diurnal"
"Burnett River",1.31148027238975e-05,1.83662315904636e-05,7.86337385733138e-06,9.57072377334488e-07,7.260080310492e-13,"QLD",-24.755,152.405,"extensively modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,1.07261,8.67014,0.3241,3.27243,NA,NA,7.88696,NA,3.3705,NA,72.58,33323,9.87,24.51,NA,NA,0.62,0.816,5.637,2.5,9.1,2.3,"Semi Diurnal"
"Burpengary Creek",4.93796189794727e-06,1.14972754142282e-05,-1.62135161833372e-06,0.133046399781221,0.000120813601595588,"QLD",-27.162,153.04,"modified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,1.26237,0.40318,1.95561,1.12272,0.1601,NA,NA,0.31936,NA,NA,NA,8.98,108,0.41,2.92,0.62,NA,0.62,0.092,5.508,0.5,10.1,1.6,"Semi Diurnal"
"Burrill Lake",3.04262291904048e-06,8.17247631491367e-06,-2.08723047683271e-06,0.235911196451435,7.15793203011126e-11,"NSW",-35.39,150.445,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.66203,3.39179,0.86128,0.20873,0.11232,NA,0.0596,0.20922,0.03994,NA,0.33052,NA,NA,NA,31.3,87,4.2,8.14,0.83,2.44,0.054,1.334,6.711,7.9,12.1,1.2,"Semi Diurnal"
"Burrum River",-1.00338894507122e-05,-7.68041366882345e-07,-1.92997375345421e-05,0.0309333345927748,6.12499708762796e-11,"QLD",-25.178,152.621,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,36.59107,1.58645,6.68714,1.70989,5.7669,0.18698,NA,12.97699,NA,NA,NA,112.14,2368,12.51,21.61,2,NA,0.96,0.345,4.427,1,10.6,2.4,"Semi Diurnal"
"Buxton River",2.11028723734126e-06,1.95784660289952e-05,-1.53578915543127e-05,0.809279551046126,0.0831549197558628,"TAS",-42.269,148.015,"modified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,0.02083,0.02132,NA,0.00856,NA,NA,NA,0.16782,NA,NA,2.75537,2.39,NA,NA,0.99,NA,NA,0.074,NA,NA,NA,NA,NA,""
"Bynoe Harbour",-4.03770088757484e-06,3.42217226378273e-06,-1.14975740389324e-05,0.279744479439558,9.57084497424702e-05,"NT",-12.56,130.543,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.86,1014,206.42,40.64,5.75,NA,9.19,0.075,3.099,0.9,8.2,5.2,"Semi Diurnal"
"Caboolture River",6.8012508438823e-06,1.33337966652218e-05,2.68705022542795e-07,0.0379869662611525,2.66215115848099e-10,"QLD",-27.153,153.044,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,3.30352,0.70685,2.39389,1.0859,0.54118,NA,NA,1.62305,NA,NA,2.65982,20,354,1.77,7.85,0.36,NA,0.37,0.092,5.508,0.5,10.1,1.6,"Semi Diurnal"
"Calliope River",-1.83200922356113e-06,2.65056706510359e-06,-6.31458551222585e-06,0.414123166807397,1.29585702693306e-38,"QLD",-23.823,151.218,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,1.92632,7.09872,6.5443,0.67579,NA,NA,4.93455,0.15499,3.1864,NA,50.22,1834,5.1,17.79,0.53,NA,0.63,0.44,6.241,2.1,9.8,3.2,"Semi Diurnal"
"Calvert River",6.52149985690119e-06,1.00608671532971e-05,2.98213256050525e-06,0.00025894543700107,1.82950646340335e-51,"NT",-16.257,137.743,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.87,7536,11.36,33.14,NA,NA,1.66,0.217,3.777,1.9,9.2,2.4,"Diurnal"
"Cam River",-8.40459679031963e-07,1.45237260663213e-05,-1.62046454243852e-05,0.913012701137105,0.0643667558279799,"TAS",-41.039,145.84,"extensively modified","wave dominated","OTHER",NA,NA,NA,0.18598,0.14793,NA,0.00649,NA,NA,NA,0.1381,NA,NA,NA,5.37,262,0.11,2.53,NA,NA,0.03,0.868,5.157,4.7,10.2,2.5,"Semi Diurnal"
"Camden Haven River",2.35087040714115e-06,5.58802099191605e-06,-8.86280177633752e-07,0.147059094687801,1.44700014354555e-12,"NSW",-31.637,152.837,"modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,22.98495,2.45733,0.37851,0.4458,0.17116,1.57774,0.38666,NA,NA,5.38229,NA,NA,1.01357,116.55,601,32.198,27.38,4.23,8.77,0.35,1.46,7.128,7.9,13.5,0.9,"Semi Diurnal"
"Cameron Inlet",1.26142105526237e-06,1.0218173997741e-05,-7.69533188721622e-06,0.778437633254641,0.00399314819959726,"TAS",-40.105,148.266,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Cane River",1.27146630365839e-05,1.68528918066237e-05,8.57643426654406e-06,1.27748205146866e-09,3.46409557144289e-25,"WA",-21.546,115.378,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,2.23558,0.9327,14.87645,NA,NA,NA,0.60923,NA,NA,3.36509,8.17,4472,0.24,2.7,NA,NA,0.22,0.317,3.705,1.2,9.9,2.4,"Semi Diurnal"
"Cape Creek",2.86592387255838e-06,1.1430028524864e-05,-5.6981807797472e-06,0.503580374109981,4.65075603310018e-21,"QLD",-21.551,149.446,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,3.94714,3.0273,12.87073,9.72574,5.11301,0.01519,NA,3.64727,NA,1.78006,NA,32.06,51,5.06,6.58,NA,NA,1.84,0.242,5.292,1.8,8.7,4.9,"Semi Diurnal"
"Carlton River",-1.30662804664934e-06,1.4408495099372e-05,-1.70217511926707e-05,0.868094804132124,0.000202227522002745,"TAS",-42.877,147.641,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.13293,0.7167,NA,0.48273,0.26699,NA,0.34197,NA,NA,NA,0.50852,NA,NA,10.62858,15.18,136,1.46,6.66,0.59,1.08,0.12,1.059,6.504,4.9,12.4,1.2,"Diurnal"
"Carmila Creek",1.3042140852969e-05,2.86612651882887e-05,-2.57698348235068e-06,0.0966738717109503,0.000623934572466505,"QLD",-21.906,149.464,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,0.98598,2.42181,1.96618,0.44041,0.12293,NA,NA,0.3197,NA,0.13439,NA,9.43,150,0.36,3.04,NA,NA,0.31,0.606,4.731,2.2,7.7,5.7,"Semi Diurnal"
"Carnot Bay",1.07219903139971e-05,3.28309712904307e-05,-1.13869906624364e-05,0.333582609483179,1.64539598807719e-06,"WA",-17.151,122.263,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483,NA,NA,NA,NA,NA,0.506,5.019,3.3,13.6,6.6,"Semi Diurnal"
"Cascade Bay",1.04076257994912e-05,1.59258310695105e-05,4.88942052947198e-06,0.000180446322053041,3.78971795247929e-43,"WA",-16.598,123.516,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.68,370,60.42,21.09,5.44,NA,1.13,0.294,3.151,2.2,7.2,7.8,"Semi Diurnal"
"Castrades Inlet",3.71434682761799e-06,1.68177173559539e-05,-9.38902370071795e-06,0.571336683868322,0.229466497961781,"QLD",-21.37,149.312,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.85599,NA,NA,NA,0.27145,1.64536,0.66575,0.11737,0.01992,NA,0.39498,NA,NA,NA,12.91,45,0.75,4.82,NA,NA,0.25,0.727,4.926,2.9,8.7,5.2,"Semi Diurnal"
"Cattle Creek",-1.53404752304215e-06,4.99815186160595e-06,-8.06624690769026e-06,0.63889313192999,0.140855264038274,"QLD",-18.861,146.275,"modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,2.84344,0.42517,16.63393,14.23772,0.06811,NA,NA,1.59041,NA,NA,NA,27.85,513,1.9,8.28,NA,NA,0.61,0.605,5.609,2.3,12.6,2.3,"Semi Diurnal"
"Causeway Lake",-6.92100706303019e-06,-3.24652087973902e-06,-1.05954932463214e-05,0.000197996666225373,1.28630001214559e-13,"QLD",-23.201,150.793,"modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,0.6263,NA,0.34254,0.70202,0.56718,3.60169,NA,NA,NA,0.38711,NA,0.0886,0.21134,11.7,32,0.88,2.82,0.83,0.51,0.044,0.181,6.621,1.5,10,3.6,"Semi Diurnal"
"Cawarral Creek",4.28883372795649e-06,1.23780848105551e-05,-3.8004173546421e-06,0.289768055611017,3.40050889523224e-10,"QLD",-23.316,150.793,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",0.35824,NA,NA,6.83063,2.81174,13.46149,15.37944,NA,0.03819,NA,6.29677,NA,NA,1.08427,45.02,169,5.61,11.45,1.26,NA,1.06,0.789,5.629,3.1,8.6,3.7,"Semi Diurnal"
"Cheyne Inlet",-2.41542900650459e-05,-8.58819509598456e-06,-3.97203850341072e-05,0.00242986444722176,0.244756582457856,"WA",-34.603,118.756,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.03245,0.09443,NA,0.01064,0.01237,NA,0.04045,NA,0.01651,NA,0.12869,NA,NA,NA,2.91,NA,0.068,1.15,0.12,0.19,0.025,NA,NA,NA,NA,NA,""
"Clairview Creek",8.60921112796787e-06,1.56155069078705e-05,1.6029153480652e-06,0.0144459841856602,1.62905857458755e-10,"QLD",-22.188,149.556,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,10.65506,17.18077,NA,0.33461,NA,3.31319,NA,1.81925,0.60617,59.72,264,3.54,0.72,NA,NA,0.72,0.35,3.675,1,7.9,6.2,"Semi Diurnal"
"Clarence River",-6.52195659654594e-07,3.30331500947144e-06,-4.60770632878063e-06,0.741718473516571,0.000144083821357649,"NSW",-29.428,153.361,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,40.86113,119.51025,0.32164,4.79536,15.30793,7.38103,8.51873,0.02863,NA,66.62788,23.67979,41.53349,0.54066,279.63,22220,107.7,59.95,1.73,NA,0.36,1.444,7.066,6.2,13.6,1.2,"Semi Diurnal"
"Claudie River",1.31717514677843e-06,8.81133031429984e-06,-6.17698002074297e-06,0.725755103889992,0.000454341108194917,"QLD",-12.84,143.358,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.92,379,0.73,6.8,NA,NA,0.32,0.545,5.742,1.4,13,2.1,"Diurnal"
"Cliffdale Creek",-4.90254474192351e-06,1.98025555805862e-07,-1.00031150396529e-05,0.05551338578646,3.51631083706896e-08,"QLD",-16.833,138.757,"near pristine","wave dominated","STRANDPLAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29,2869,0.065,2.07,NA,NA,0.076,0.048,3.871,0.7,10.7,3.5,"Diurnal"
"Cloudy Bay Lagoon",2.30220480086703e-05,3.82756547126277e-05,7.76844130471295e-06,0.00292387343747219,0.365709993172774,"TAS",-43.44,147.202,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.51,48,5.85,4.1,2.22,1.19,0.22,1.624,7.857,6.5,13.3,1.2,"Diurnal"
"Cobaki Broadwater",1.05493383045738e-05,1.40536723255564e-05,7.04500428359108e-06,3.82199017070306e-09,0.000122041829452251,"NSW",-28.183,153.551,"largely unmodified","other","OTHER",NA,0.98417,0.07953,NA,0.46019,0.724,NA,NA,NA,NA,NA,NA,NA,NA,46.54,NA,7.615,10.21,2.84,5.89,0.17,NA,NA,NA,NA,NA,""
"Cockrone Lake",5.72000587314676e-06,1.41844744255042e-05,-2.74446267921063e-06,0.177461908539949,0.0618256776875325,"NSW",-33.494,151.428,"extensively modified","wave dominated","OTHER",0.05517,0.20261,0.04813,NA,0.18352,NA,0.05009,NA,NA,NA,0.01138,NA,NA,NA,3.52,NA,0.28,1.2,0.48,0.4,0.019,NA,NA,NA,NA,NA,""
"Coconut Creek",2.27485486482528e-06,1.12975234771455e-05,-6.74781374749495e-06,0.614273393902236,0.000106237797963409,"QLD",-21.544,149.406,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,1.24403,1.8148,4.92056,4.18533,0.58022,NA,NA,0.69852,NA,1.0665,NA,15.39,16,0.85,3.88,NA,NA,0.86,0.105,5.515,0.7,9.7,4.9,"Semi Diurnal"
"Coila Lake",3.4116290601321e-06,7.94436755726605e-06,-1.12110943700185e-06,0.132644559476884,1.22309451868445e-17,"NSW",-36.048,150.139,"modified","wave dominated","WAVE-DOMINATED ESTUARY",1.50359,6.1651,0.70075,0.38347,0.27522,NA,0.05586,NA,0.0333,NA,0.10125,NA,NA,0.01674,18.93,70,6.85,6.45,1.87,0.68,0.075,1.307,6.631,6.7,11.9,1.1,"Semi Diurnal"
"Colloseum Inlet",-1.77777354619989e-06,3.47774517693115e-06,-7.03329226933094e-06,0.499029549730667,2.98514984371186e-66,"QLD",-23.988,151.435,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.61,475,46,13.75,NA,NA,3.15,0.429,4.897,1.4,9.9,2.8,"Semi Diurnal"
"Cone Bay",6.04188206663311e-06,1.251533850288e-05,-4.31574369613804e-07,0.0625328806959615,1.14812818509133e-37,"WA",-16.507,123.578,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.71,296,11.6,13.54,NA,NA,2.16,0.199,3.145,1.8,7.7,8.1,"Semi Diurnal"
"Constant Creek",-1.39537061713811e-06,5.03787226755253e-06,-7.82861350182875e-06,0.664656791526985,6.37986666753352e-09,"QLD",-20.982,149.031,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",0.0854,NA,NA,NA,5.93149,8.35651,3.92403,2.90229,NA,NA,3.75111,NA,NA,3.5577,25.11,139,3.05,9.77,1.6,NA,1.35,0.17,5.084,1.2,9.5,4.1,"Semi Diurnal"
"Coombabah Lake",6.31066924703055e-06,9.69738460844772e-06,2.92395388561339e-06,0.000222839454827879,0.106799804885312,"QLD",-27.87,153.4,"extensively modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,0.84792,NA,0.10732,1.17481,3.3677,0.91229,0.2439,NA,NA,1.66569,NA,NA,0.34161,34.62,NA,4.647,9.37,1.47,7.03,0.47,NA,NA,NA,NA,NA,""
"Coomera River",7.31264819984887e-06,1.12663513351611e-05,3.35894506453664e-06,0.000246749880137376,2.78319668774369e-19,"QLD",-27.831,153.396,"extensively modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,0.88049,4.57788,0.76189,NA,NA,NA,4.08228,NA,0.14103,0.84515,45.29,NA,3.62,16.68,0.36,0,0.23,NA,NA,NA,NA,NA,""
"Cooper Creek",9.58841499566906e-06,1.99407275140661e-05,-7.63897522728014e-07,0.0665849971989948,0.116494017966315,"QLD",-16.177,145.441,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44,29,0.19,2.81,NA,NA,0.21,1.055,5.783,2.6,13.2,1.9,"Diurnal"
"Coppermine Creek",5.64794289778232e-06,1.25181561406001e-05,-1.22227034503545e-06,0.100755890476805,1.18528254287144e-66,"WA",-16.165,123.57,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.03,72,10.55,10.5,NA,NA,1.7,0.499,4.474,3.9,9,8.5,"Semi Diurnal"
"Corindi River/Red Rock River",1.75623719635394e-06,1.19120274931374e-05,-8.39955310042953e-06,0.729881187575865,0.795875601178704,"NSW",-29.981,153.232,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.08185,NA,NA,0.21383,0.20148,0.13618,1.5889,0.04173,NA,NA,0.6343,NA,NA,0.09242,18.57,156,0.65,6.44,0.31,NA,0.056,1.486,7.122,6.5,13.7,1.4,"Semi Diurnal"
"Corio Bay",-5.64943090280881e-07,1.07473967932073e-05,-1.1877282973769e-05,0.92050230469899,0.132760825180748,"QLD",-22.952,150.785,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",1.53906,NA,NA,5.64617,3.84713,16.94062,5.70204,8.75532,NA,NA,4.37309,NA,NA,1.30215,65.12,514,13.44,17.86,2.18,NA,1.95,0.717,6.202,3.2,9.9,3.7,"Semi Diurnal"
"Corner Inlet",1.45587172823387e-05,2.49830157434132e-05,4.13441882126423e-06,0.00545575429552308,1.60895328390064e-32,"VIC",-38.781,146.484,"largely unmodified","tide dominated","OTHER",10.71301,NA,NA,10.81198,387.10413,18.59332,65.51435,6.89234,0.07687,NA,163.49541,NA,NA,78.06328,280.89,2106,377.6,22.14,21.57,3.59,1.89,0.34,4.78,1.2,10.5,2.3,"Semi Diurnal"
"Corunna Lake",1.10225425934712e-06,5.85302516254577e-06,-3.64851664385153e-06,0.642765078595378,5.84719885961382e-11,"NSW",-36.288,150.133,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.26975,1.79917,0.23851,0.25567,NA,NA,NA,NA,0.00616,NA,0.17244,NA,NA,13.69172,19.65,19,2.05,4.51,1.12,1.5,0.059,1.386,6.593,6.4,11.9,1.1,"Semi Diurnal"
"Cowal Creek",4.01156160156012e-08,1.17919504056736e-05,-1.17117191736424e-05,0.994566111900999,9.50628311179952e-06,"QLD",-10.91,142.322,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.82,219,0.35,5.13,NA,NA,0.34,0.415,3.154,2.6,7.6,2.7,"Diurnal"
"Crocodile Creek",1.10317783452793e-05,2.07326534462286e-05,1.33090324432989e-06,0.0246957454389992,0.10454742833511,"QLD",-19.301,146.952,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,0.186,5.528,1.5,10,2.3,"Semi Diurnal"
"Crookes Rivulet",2.13825996554702e-06,1.78280417586427e-05,-1.35515218275486e-05,0.785548120827666,0.194790964983439,"TAS",-43.158,146.963,"modified","tide dominated","OTHER",NA,NA,0.04427,NA,0.0348,NA,0.18201,NA,NA,NA,1.20635,NA,NA,0.01728,2.37,NA,NA,1.01,NA,NA,0.075,NA,NA,NA,NA,NA,""
"Cudgen Lake",7.64181768918539e-06,1.58913970563135e-05,-6.07761677942687e-07,0.0647737086678971,0.103913909529768,"NSW",-28.257,153.586,"extensively modified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,0.04501,0.33612,0.01563,0.055,0.19084,0.1234,NA,0.17551,NA,NA,NA,22.62,54,2.43,10.58,1.17,8.23,0.077,1.279,6.717,4.6,12.5,1.1,"Semi Diurnal"
"Cullendulla Creek",7.05220928262959e-06,1.46323677775818e-05,-5.27949212322664e-07,0.0635840956463753,0.109755910665818,"NSW",-35.703,150.209,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,0.20505,0.9198,0.1182,0.24258,NA,0.01078,NA,0.19495,NA,NA,0.22905,6.4,NA,0.27,2.25,0.17,NA,0.098,NA,NA,NA,NA,NA,""
"Curalo Lagoon",4.44896392120754e-06,9.23196372676157e-06,-3.34035884346481e-07,0.0633467385070311,2.21481913006584e-21,"NSW",-37.048,149.921,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",0.37575,0.42143,0.24083,0.25225,0.02855,0.02259,0.03181,NA,0.01859,NA,0.12632,NA,NA,0.15138,4.22,19,0.44,1.56,0.9,0.98,0.17,0.437,6.763,2.4,11.8,1.5,"Semi Diurnal"
"Curdies Inlet",-1.32802317727598e-05,-3.57126207668197e-06,-2.29892014688377e-05,0.00695284372359225,6.89851862020349e-13,"VIC",-38.608,142.883,"modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006,NA,NA,NA,NA,NA,2.291,8.906,8.1,14.6,0.9,"Diurnal"
"Currambeen Creek",1.58471301827431e-06,9.34060583155716e-06,-6.17117979500853e-06,0.683014333644833,0.0214508338376306,"NSW",-35.037,150.671,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.17871,NA,NA,NA,0.11391,1.36417,0.79421,0.15286,0.07649,NA,0.54301,NA,NA,0.01024,23.57,163,1.2,9.36,0.18,0.28,0.12,0.503,6.836,6.5,12.6,1.2,"Semi Diurnal"
"Currimundi Creek",1.72116900827854e-05,2.32902993215867e-05,1.11330808439842e-05,3.45429105227145e-08,0.742905678299136,"QLD",-26.766,153.135,"modified","wave dominated","STRANDPLAIN",0.0761,NA,NA,0.06079,0.01666,NA,NA,NA,NA,NA,0.54327,NA,NA,NA,8.88,9,0.32,3.24,0.13,NA,0.17,1.24,6.553,3.2,9.3,1.4,"Semi Diurnal"
"Currumbin Creek",6.32124035925855e-06,1.22343255644015e-05,4.08155154115613e-07,0.033130033859723,1.26359507142903e-07,"QLD",-28.128,153.484,"modified","tide dominated","TIDAL FLAT/CREEK",0.09005,0.19533,NA,0.21233,0.17034,0.26916,0.14486,NA,0.03131,NA,0.16741,NA,NA,2.54635,16.52,54,0.68,4.25,0.61,0.16,0.089,0.967,6.668,2.6,10.8,1.2,"Semi Diurnal"
"Curtis Island Creek",9.26003106198293e-08,1.0938365090762e-05,-1.07531644695223e-05,0.986388097203466,0.551695211428067,"QLD",-23.487,151.114,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27,46,0.4,2.78,0.31,NA,0.56,0.521,6.368,2.8,9.8,3.5,"Semi Diurnal"
"Cuttagee Lake",6.4996766695993e-07,4.30415716704634e-06,-3.00422183312649e-06,0.722143419658215,3.25552085505932e-21,"NSW",-36.495,150.054,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.23647,1.10023,0.52849,0.09272,NA,NA,NA,NA,NA,NA,0.23334,NA,NA,12.63863,12.86,80,1.14,2.58,1.06,0.67,0.095,1.34,6.633,6.1,11.9,1.1,"Semi Diurnal"
"Daintree River",-8.01758031864175e-06,-2.55327231911084e-06,-1.34818883181727e-05,0.00359975113578529,5.47092719290316e-05,"QLD",-16.291,145.451,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,2.52204,1.73157,11.67954,9.1317,0.06342,NA,NA,6.93342,NA,NA,NA,78.3,1120,8.785,26.28,0.7,NA,0.9,0.513,5.694,1.7,13.7,1.9,"Diurnal"
"Dallachy Creek",-9.04931527341042e-06,-2.38628499334349e-06,-1.57123455534773e-05,0.00700842705487376,2.99502344550831e-12,"QLD",-18.164,146.009,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31,99,0.058,3.94,NA,NA,0.42,0.577,5.87,2.2,13.8,2.3,"Semi Diurnal"
"Daly River",-1.74317089597055e-06,5.02898227999596e-06,-8.51532407193706e-06,0.607045652682649,0.00463861847490753,"NT",-13.312,130.232,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.78,53776,68.26,65.76,NA,NA,7.36,0.292,4.338,2.4,10.6,5.6,"Semi Diurnal"
"Dampier Creek (Broome)",9.74735389478839e-06,2.0683950066227e-05,-1.18924227665024e-06,0.0751785078203813,0.116862376870316,"WA",-17.961,122.25,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97,111,0.57,2.73,NA,NA,0.76,0.169,5.539,1.6,13.6,8.3,"Semi Diurnal"
"Darwin Harbour",-1.1014524065752e-05,-4.04826235555983e-06,-1.79807857759442e-05,0.00169231655589361,2.01722231356114e-07,"NT",-12.421,130.802,"largely unmodified","tide dominated","OTHER",NA,NA,NA,NA,74.36269,171.84917,34.96602,9.72737,4.64051,NA,172.39996,9.18021,2.11024,0.04524,125.03,1990,161.34,20.15,11.4,NA,6.45,0.18,2.976,1.5,7.3,5.5,"Semi Diurnal"
"De Grey River",-4.74944425416706e-06,1.11280194747303e-06,-1.06116904558071e-05,0.10583397961847,0.000816665114588792,"WA",-19.99,119.16,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,12.30917,1.6347,27.69745,0.19599,NA,NA,12.1035,NA,NA,0.10662,NA,54752,NA,NA,NA,NA,NA,0.363,3.737,1.7,8.2,5.9,"Semi Diurnal"
"Dead Dog Creek",6.68241935291416e-07,7.49930141699179e-06,-6.16281754640895e-06,0.845084179167649,0.00611118566455622,"QLD",-14.612,144.88,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.54,54,0.45,6.42,NA,NA,0.4,0.977,5.584,2.3,11.5,2,"Semi Diurnal"
"Deception Bay",1.61694338413561e-06,6.6424568714327e-06,-3.40857010316147e-06,0.520051725172681,2.17603432883554e-104,"WA",-15.631,124.413,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.13,241,21.68,9.95,8.42,NA,1.69,0.547,5.25,4.7,12.5,8.8,"Semi Diurnal"
"Dee Why Lagoon",-2.67754808688042e-06,3.77443449026302e-06,-9.12953066402385e-06,0.407323167763738,0.00295989028714112,"NSW",-33.748,151.304,"extensively modified","wave dominated","OTHER",0.25852,0.15162,0.04754,NA,0.25605,NA,0.1718,NA,NA,NA,NA,NA,NA,NA,3.22,NA,0.24,1.08,0.38,0.36,0.036,NA,NA,NA,NA,NA,""
"Deep Creek",9.51014379630607e-07,4.80527944154792e-06,-2.9032506822867e-06,0.621984802718157,8.38211467732912e-08,"QLD",-18.276,146.225,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.95,58,5.13,7,NA,NA,2.19,1.02,6.14,3.8,13.3,2.3,"Diurnal"
